6166234|GRANJA ACUÇCOLA ARROYO DE LOS CABALLOS||112512|9|1|7|JUÇREZ|7|NINGUNO|7|NINGUNO|7|NINGUNO|102||||0||1|ARROYO OJOCALIENTILLO|1|||20000|1|3|56|100|1|4959562290|||Fijo|21.83681522|-102.7103496|01/12/2014
6166233|GRANJA ACUÇCOLA SANTA ROSA||112512|9|1|7|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||1|SANTA ROSA GRANJA ACUICOLA|1|||20000|1|10|272|69|800|4969613028|||Fijo|21.95611111|-101.9972222|01/12/2014
6166232|GRANJA HERNANDEZ||112512|9|1|1|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||1|LOCALIDAD LOS ADOBES|1|||20000|1|1|1|3806|34|4491962001|||Fijo|21.86215203|-102.2271416|01/12/2014
17798|HEDMEZ CONTROL DE PLAGAS||115111|10|1|7|MARGIL DE JESÇ?S|7|ENCINO|7|ROBLE|7|Ç?BANO|205|A|||0||16|CIRCUNVALACIÇ?N NORTE|1|||20130|1|1|1|303|18||CONTACTO@HEDMEX.COM||Fijo|21.90144235|-102.2967904|01/07/2010
32430|HUNTER PEST||115111|10|1|4|DE LAS ORQUÇDEAS|7|ROSAS|7|DALIAS|4|IGNACIO T. CHÇVEZ|306||||0||8|LAS FLORES|1|||20220|1|1|1|077A|18|4491462977|||Fijo|21.87439652|-102.302342|01/12/2014
6166236|LOS LAURELES||112512|9|1|7|BENITO JUÇREZ|7|NINGUNO|7|NINGUNO|7|NINGUNO|102||||0||8|CENTRO|1|||20000|1|3|1|187|12|4959586053|||Fijo|21.84695693|-102.7179327|01/12/2014
40247|OFICINAS DE GANADERÇA GRANJA SAN ANTONIO||115210|12|1|4|FUNDICIÇ?N|7|SAN RAFAEL|7|SAN CAYETANO|7|CARLOS SAGREDO|1907|B|||0||16|SAN CAYETANO|1|||20010|1|1|1|286|7|4499146383|ANTONIODELGADOMEDINA@PRODIGY.MX||Fijo|21.89785675|-102.3126983|01/12/2014
6166238|PESCADORES DEL REFUGIO||112512|9|1|7|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||1|PRESA MAL PASO|1|||20000|1|3|43|64|7||||Fijo|21.8577489|-102.6632781|01/12/2014
6166235|POTRERO DE SAN ANTONIO||112512|9|1|7|NÇPOLES|4|DE LA CONVENCIÇ?N DE 1914|7|26 DE MARZO|7|VERSALLES|106||||0||8|DEL VALLE PRIMERA SECCIÇ?N|1|||20000|1|1|1|680|17|4492176707|||Fijo|21.87564013|-102.3122065|01/12/2014
6166231|RANCHO SAN JOSE||112512|9|1|7|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||1|LA PUNTA COSÇO|1|||20000|1|4|56|42|800|4491701271|||Fijo|22.36222222|-102.2897222|01/12/2014
6166242|SECTOR DE PRODUCCIÇ?N RURAL DE PENA BLANCA|SECTOR DE PRODUCCIÇ?N RURAL DE PENA BLANCA|114119|8|2|7|FRANCISCO VILLA|7|JESÇ?S TERÇN|7|REVOLUCIÇ?N|7|ALDAMA|100||||0||8|LOS ÇNGELES|1|||0|1|3|1|153|17||||Fijo|21.84344651|-102.7250943|01/07/2010
6166250|SOCIEDAD COOPERATIVA EL TARAY|SOCIEDAD COOPERATIVA EL TARAY|114119|8|1|7|BENITO JZUAR|7|BENITO JÇ?AREZ|7|NINGUNO|11|CARRETERA A VILLA HIDALGO|0|SN|||0||26|LOCALIDAD EL TARAY|1|||0|1|1|138|1176|800|4499409573|||Fijo|21.73083333|-102.4983333|01/07/2010
6166244|SOCIEDAD COOPERATIVA MEDIA LUNA|SOCIEDAD COOPERATIVA MEDIA LUNA|114119|8|1|11|CAMINON A MESA GRANDE|7|NINGUNO|7|NINGUNO|7|NINGUNO|55||||0||1|COMUNIDAD EL SALITRE|1|||0|1|3|79|83|1|4951017206|||Fijo|21.82232761|-102.7695968|01/07/2010
6166245|SOCIEDAD COOPERATIVA SAN JERONIMO|SOCIEDAD COOPERATIVA SAN JERONIMO|114119|8|1|7|INDEPENDENCIA|7|NINGUNO|7|NINGUNO|7|NINGUNO|409||||0||26|LOCALIDAD LUMBRERAS CIENEGUILLA|1|||20000|1|1|139|1180|800|4495961035|||Fijo|21.73171661|-102.4548468|01/07/2010
6166249|SOCIEDAD DE PESCA DE FRESNILLO|SOCIEDAD DE PESCA DE FRESNILLO|114119|8|1|7|BENITO JUÇREZ|7|NINGUNO|7|NINGUNO|7|NINGUNO|122||||0||1|FRESNILLO|1|||0|1|7|20|44|12|4651031591|||Fijo|22.24563961|-102.3368658|01/07/2010
6166246|SOCIEDAD PESQUERA ORDENA VIEJA|SOCIEDAD PESQUERA ORDENA VIEJA|114119|8|2|21|NINGUNO|21|NINGUNO|21|NINGUNO|21|NINGUNO|174||||0||13|SAN TADEO CALVILLO|1|||0|1|3|84|45|9|4956958052|||Fijo|21.91724042|-102.7014716|01/07/2010
6166243|SOCIEDAD PISICOLA COMERCIAL Y DEPORTIVA  S.P.R. DE RL|SOCIEDAD PEPSICOLA COMERCIAL Y DEPORTIVA  S.P.R. DE R.L.|114119|8|3|7|GENERAL VICENTE GUERRERO|7|GENERAL VICENTE GUERRERO|7|RICARDO FLORES MAGÇ?N|1||0|SN|||0||1|SAN JOSÇ? DE GRACIA|1|||0|1|8|1|215|1||||Fijo|22.14468969|-102.4102619|01/07/2010
6166239|SOCIEDAD RURAL DE PRODUCCIÇ?N PESQUERA DE PENUELAS|SOCIEDAD RURAL DE PRODUCCIÇ?N PESQUERA DE PEÇ?UELAS|114119|8|1|7|BENITO JÇ?AREZ|7|NINGUNO|7|NINGUNO|7|NINGUNO|411||||0||1|LOCALIDAD 13 PEÇ?UELAS|1|||0|1|1|315|1763|15|4494144808|||Fijo|21.72335156|-102.2707951|01/07/2010
6166237|TURISTICA LOMA DE PIEDRA  S.A. DE C.V.||112512|9|1|7|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUO|0|SN|||0||1|PRESA MALPASO|1|||20000|1|3|43|64|5|4951064891|||Fijo|21.85837111|-102.6627208|01/12/2014
6166247|UNIDAD DE PRODUCCIÇ?N PISICOLA ABELARDO RODRIGUEZ|UNIDAD DE PRODUCCIÇ?N PEPSICOLA ABELARDO RODRIGUEZ|114119|8|3|7|PLAZA GÇMEZ OROZCO|7|NINGUNO|7|NINGUNO|7|NINGUNO|157||||0||26|LOCALIDAD IGNACIO ZARAGOZA|1|||0|1|5|33|73|28|4499567193|||Fijo|21.88283225|-102.4649133|01/07/2010
6166241|UNIDAD DE PRODUCCIÇ?N PISICOLA EL JOCOQUI|UNIDAD DE PRODUCCIÇ?N PISCICOLA EL JOCOQUI|114119|8|1|1|EL JOCOQUI|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||1|PRESA JOCOQUI|1|||0|1|7|28|78|7|4651176298|||Fijo|22.14530139|-102.3561948|01/07/2010
30144|VEKOR CONTROL DE PLAGAS DESINFECCIÇ?N &FUMIGACIÇ?N||115111|10|1|7|ESTRELLA|7|AMANECER|4|ARQUEROS|7|ECLIPSE|202||||0||16|VISTA DEL SOL|1|||20264|1|1|1|2526|19|4492415952|||Fijo|21.86436973|-102.2680212|01/12/2014
6166255|ACE KIMA CORPORACION  S.A. DE C.V.|ACE KIMA CORPORACION  S.A. DE C.V.|114119|8|4|7|DIEZ|7|SIETE|7|NINGUNO|8|ENTRADA AL INSTITUTO|235||||0||1|EL SAUZAL DE RODRÇGUEZ|10|FONDEPORT|235|22760|2|1|247|7466|19|6461746088|SAPIEN56@HOTMAIL.COM||Fijo|31.897172|-116.7077355|01/03/2011
6166342|ACUACULTURA DE BAJA CALIFORNIA  S.A. DE C.V.|ACUACULTURA DE BAJA CALIFORNIA  S.A. DE C.V.|112512|9|5|7|PRIMERA|4|20 DE NOVIEMBRE O AVENIDA E|4|JOSÇ? MARÇA MORELOS O AVENIDA D|7|SEGUNDA|249|||2DO PISO|1||1|EL SAUZAL DE RODRÇGUEZ|1|||22790|2|1|247|308|10|6461758227|MONTERRUBIOJESUS@PRODIGY.NET.MX||Fijo|31.89549539|-116.6980446|01/07/2010
6166276|ACUAMOS SPR. DE RL.|ACUAMOS SPR. DE RL.|112511|2|2|11|MEXICALI - SAN FELIPE|21|NINGUNO|21|NINGUNO|21|NINGUNO|0|KILÇ?METRO 53+500|||0||1|MOSQUEDA|1|||0|2|2|411|3649|800|6865697984|FJ.MOSQUEDA@ACUAMOS.COM||Fijo|32.15666666|-115.2763889|01/12/2014
6166498|ACUÇCOLA EL SAUZAL||114111|5|3|11|AL INDIVISO|7|NINGUNO|7|NINGUNO|7|NINGUN0|0|LOTE 89|||0||13|SOMBRERETE 2|1|||0|2|2|243|3672|800|6862716554|||Fijo|32.16666667|-115.0577778|01/07/2010
6166496|ACUÇCOLA PACAR  S.P.R. DE RL.|ACUÇCOLA PACAR  S.P.R. DE R.L.|112511|2|1|21|CANAL INDEPENDENCIA|7|NINGUNO|7|NINGUNO|4|NINGUNO|0|A|||0||27|8 CARRANZA|1|||21739|2|2|106|3653|800|6861315610|SIQUERIOSMXL@HOTMAIL.COM||Fijo|32.22472222|-115.1919444|01/07/2010
6166487|ACUÇCOLA TRIPLEA||112511|2|3|21|LOTE AGRÇCOLA|1||1||1||168|SN|||0||8|VENUSTIANO CARRANZA|1|||21739|2|2|1581|3653|800|6862432730|NORITA95@LIVE.COM||Fijo|32.20888889|-115.1455556|01/07/2010
6166290|ADMINISTRADORA PESQUERA DEL NOROESTE  S.A. DE C.V.|ADMINISTRADORA PESQUERA DEL NOROESTE  S.A. DE C.V.|112512|9|1|7|SEIS|7|DOCE|7|CINCO|7|SIETE|160||||3||1|EL SAUZAL DE RODRÇGUEZ|10|FONDEPORT|160-3|22760|2|1|247|7466|2|6461746247|NANCY.ORTEGA@BAJAAQUAFARMS.COM||Fijo|31.89550546|-116.7050697|01/12/2014
79906|AERO FUMIGACIONES MULLER||115111|10|1|4|TORONTO NORTE|1|NINGUNO|7|NINGUNO|1|NINGUNO|408||||0||16|CAMPESTRE|1|||21380|2|2|1|3225|43|6865636074|||Fijo|32.57403583|-115.4323267|01/12/2014
6166293|AGARMEX  S.A. DE C.V.|AGARMEX  S.A. DE C.V.|114119|8|5|4|ALVARADO|7|SEXTA|7|SEPTIMA|4|BLANCARTE|690||||0||8|ZONA CENTRO|1|||22800|2|1|1|666|22|6461781883|ELISA.MELGOZA@AGARMEX.COM|WWW.AGARMEX.COM|Fijo|31.86784373|-116.6197797|01/07/2010
98262|AGRÇCOLA COLONET|AGRÇCOLA COLONET|115113|1|6|7|SINALOA|7|RODOLFO SÇNCHEZ TABOADA|7|BENITO JUÇREZ|7|NINGUNO|0|SN|||0||13|MÇ?XICO (PUNTA COLONET)|1|||22909|2|1|186|9956|4||||Fijo|31.06653383|-116.2096057|01/12/2014
144626|AGRÇCOLA COLONET|AGRÇCOLA COLONET  S.A. DE C.V.|115113|1|7|7|SINALOA|7|RODOLFO SÇNCHEZ TABOADA|7|ÇLAMO MOCHO|7|VICENTE GUERRERO|0|SN|||0||13|MÇ?XICO (PUNTA COLONET)|1|||22909|2|1|186|9956|13|6161657711|||Fijo|31.06690776|-116.2114415|01/07/2010
93822|AGRÇCOLA EL CONSUELO|AGRÇCOLA EL CONSUELO|115119|4|1|7|TERCERA|4|RUIZ|4|ÇLVARO OBREGÇ?N|7|SEGUNDA|350||||0||8|ZONA CENTRO|1|||22800|2|1|1|717|8||||Fijo|31.8668418|-116.6279381|01/12/2014
6423900|AGRÇCOLA GANADERA|AGRÇCOLA GANADERA|115119|4|1|5|PADRE FRANCISCO EUSEBIO KINO|5|CUAUHTÇ?MOC NORTE|1||1|NINGUNO|10298||||0||8|LIBERTAD PARTE BAJA|1|||22400|2|4|1|3821|49||||Fijo|32.53079655|-117.0131823|01/12/2014
83322|AGRICULTURA SIN NOMBRE||115119|4|3|7|NINGUNO|5|BENITO JUÇREZ|5|ADOLFO LÇ?PEZ MATEOS|7|CATEMACO|3420|5|3420-1|1|0||1|NELSON|1|||21360|2|2|1|610|5|6865616960|||Fijo|32.61832991|-115.4420584|01/12/2014
6166333|AGROINDUSTRIAS ISLA CORONADO NORTE  S. DE R.L. DE C.V.|AGROINDUSTRIAS ISLA CORONADO NORTE  S. DE R.L. DE C.V.|114119|8|3|11|CARRETERA LIBRE TIJUANA - ENSENADA|1|NINGUNO|8|ENTRADA PRINCIPAL AL PUERTO|11|LIBRE TIJUANA ENSENADA KILÇ?METRO 33.5|0|KILÇ?METRO 33+500|||0||1|POPOTLA|1|||22710|2|5|86|44|800|16611169610|||Fijo|32.27805555|-117.03|01/03/2011
6166344|AGROMARISMA|AGROMARISMA  S.P.R. DE R.L.|114119|8|4|4|ITURBIDE|4|BENITO JUÇREZ (QUINTA)|7|CUARTA (MUTUALISMO)|1||284||||3||8|OBRERA|1|||22890|2|1|1|076A|6|6461763998|WWW.AGROMARISMA@HOTMAIL.COM||Fijo|31.861683|-116.611369|01/07/2010
86922|AGROPECUARIA PRIMEN|AGROPECUARIA PRIMEN  S. DE R.L. DE C.V.|115119|4|1|9|INDEPENDENCIA|4|DESIERTO DE ALTAR|7|CALAFIA|7|NINGUNO|0|SN|||14|C|8|CENTRO CÇVICO|3|PLAZA BAJA|C14|21000|2|2|1|031A|36|6861186710|||Fijo|32.63915099|-115.4714912|01/12/2014
79896|AGROPRODUCTOS LAS CUMBRES  S. DE R.L. DE C.V.|AGROPRODUCTOS LAS CUMBRES  S. DE R.L. DE C.V.|115119|4|3|7|ALFALFA|4|CECILIA|4|EL CIRUELO|7|ALGODÇ?N|598||||0||8|GRANJAS SANTA CECILIA|1|||21386|2|2|1|3827|29|6865637477|||Fijo|32.55700624|-115.4197232|01/12/2014
137275|AK VERIFICACIÇ?N|AK VERIFICACIONES  S.C.|115210|12|2|5|BENITO JUÇREZ|4|MOLINO DEL REY|9|INDEPENDENCIA|4|LIDIA|0|SN|||0||8|INSURGENTE OESTE|1|||21280|2|2|1|521|45|6865646175|||Fijo|32.63630984|-115.4481842|01/07/2010
6166257|ALGALIMENTOS  S.A. DE C.V.|ALGALIMENTOS  S.A. DE C.V.|112512|9|4|5|GENERAL RODOLFO SÇNCHEZ TABOADA|7|ERASMO CASTELLANO|7|ANTONIO CASO|5|PASEO DE LOS HÇ?ROES|10116||4||407||8|ZONA RÇO|1|PLAZA E|407|22010|2|4|1|3357|18|6646874856|AONORIANTONIC@GMAIL.COM||Fijo|32.52472613|-117.0218439|01/07/2013
6166273|ALGAS Y EXTRACTOS DEL PACIFICO NORTE AEP  S.A. DE C.V.|ALGAS Y EXTRACTOS DEL PACIFICO NORTE AEP  S.A. DE C.V.|114119|8|4|19|RÇO GRIJALVA|4|MÇ?XICO|7|PASEO DE SERVICIO|7|ESMERALDA|1034||||0||8|COSTA BELLA|1|||22895|2|1|1|795A|50|6461722091|DAVID.LORA@ALGASPACIFIC.COM||Fijo|31.8475408|-116.5897045|01/12/2014
6423628|ALMACÇ?N PNA||114119|8|1|7|NINGUNO|1||1||1|NINGUNO|0|SN|||0||24|ISLA DE CEDROS|1|||22990|2|1|124|9922|22||||Fijo|28.09555555|-115.1927778|01/07/2010
119465|ARO FUMIGACIONES||115111|10|1|7|DEL AGUA|7|DEL GRANITO|7|DE LA LAJA|4|DEL ROCÇO|1134|B|||0||16|PLAYAS DE TIJUANA|1|||22500|2|4|1|1401|10||||Fijo|32.52315848|-117.1110422|01/12/2014
6166339|ARTURO HERNANDEZ MARQUEZ||114119|8|2|7|ZAPOPAN|7|GUADALAJARA|7|DELANTE|7|CHAPALA|345||||0||8|JALISCO|1|||0|2|1|1|7930|5|6461779705|||Fijo|31.85313637|-116.5763256|01/07/2010
6166368|ASOCIACIÇ?N PESQUERA MORTERA DE LEYVA|ASOCIACIÇ?N PESQUERA MORTERA DE LEYVA|114119|8|3|10|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||13|NINGUNO|1|||22960|2|1|198|7080|5|1658810|MORENO-PERALTA@HOTMAIL.COM||Fijo|30.05615302|-115.7271047|01/07/2010
6166421|ASOCIACIÇ?N PESQUERA REGASA NUM.2  S.P.R. DE RL|ASOCIACIÇ?N PESQUERA REGASA NUM.2  S.P.R. DE R.L.|114119|8|6|7|NINGUNO|1|NINGUNO|1|NINGUNO|1|NINGUNO|0|SN|||0||1|EL ROSARIO|1|||22960|2|1|2465|6256|800|61658888|REGASA_2@HOTMAIL.COM||Fijo|32.07611111|-116.5791667|01/12/2014
6166449|ATUNEROS UNIDOS DE CALIFORNIA|ATUNEROS UNIDOS DE CALIFORNIA  S.A. DE C.V.|114112|7|3|7|CARACOLES|5|LAS DUNAS|7|ARENAS|1||115||||0||16|PLAYA DE ENSENADA|1|||22880|2|1|1|825|32|6461521256|ATUNEROS@HOTMAIL.COM||Fijo|31.8512|-116.613673|01/07/2010
6166438|BAJA AQUAFARMS|BAJA AQUAFARMS  S.A. DE C.V.|112512|9|7|7|SEIS|7|DOCE|7|CINCO|7|SIETE|160||||0||1|SAUZAL DE RODRÇGUEZ|10|FONDEPORT|SN|22760|2|1|247|7466|2|6461758531|NANCY.ORTEGA@BAJAAQUAFARMS.COM||Fijo|31.89557499|-116.7051851|01/07/2010
144086|BODEGA DE EMPAQUE HERMANOS GARCIA||115113|1|1|7|ESTADO 29|4|SIERRA CUCAPAH|4|CERRO ENSENADA|7|NINGUNO|0|SN|||0||8|CAMALU|1|||22910|2|1|60|8661|14||||Fijo|30.84593503|-116.0641974|01/07/2010
74437|BODEGA DE VINOS GRANJAS EL REFUGIO|GRANJAS DEL REFUGIO  S.A. DE C.V.|115113|1|1|4|ADOLFO LÇ?PEZ MATEOS|4|ALVARADO|4|BLANCARTE|7|SEGUNDA Y/O JUAN RODRÇGUEZ CARRILLO|925||||11||8|ZONA CENTRO|1|PLAZA BLANCA|LOCAL 11|22800|2|1|1|721|15|16461757865|MONTANOBENSON@YAHOO.COM||Fijo|31.8614604|-116.6229011|01/07/2013
6166315|BUZOS DE BAHIA  S.P.R. DE RL||114119|8|3|8|NINGUNO|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|SN|||0||13|BAHIA DE LOS ANGELES|1|||22980|2|1|46|7131|16||||Fijo|28.95142065|-113.5619279|01/12/2014
6166471|BUZOS Y PESCADORES DEL 13 CORONEL ESTEBAN CANTU  S.P.R. DE RL|BUZOS Y PESCADORES DEL 13 CORONEL ESTEBAN CANTU  S.P.R. DE R.L.|114119|8|4|11|LA BUFADORA|7|NINGUNO|7|NINGUNO|7|NINGUNO|0|KILÇ?METRO 10|||0||13|CORONEL ESTEBAN CANTÇ?|1|||22791|2|1|184|6538|29|6461542050|BUZOSYPESCADORESESTEBANCANTU@HOTMAIL.COM||Fijo|31.70434011|-116.6407584|01/07/2010
6166394|BUZOS Y PESCADORES DEL PABELLON  S.P.R. DE RL|BUZOS Y PESCADORES DEL PABELLON  S.P.R. DE R.L.|114119|8|1|7|CIRSE|7|CIRSE 2|7|NINGUNO|7|NINGUNO|0|SN|||0||12|NUEVA ODISEA|1|||22950|2|1|1527|7061|18||||Fijo|30.38072559|-115.8564944|01/12/2014
92713|CABUTO SERVICIOS JARDINERÇA||115111|10|2|7|MANUEL GÇ?MEZ MORÇN|7|JALAPAGO|7|LOS PORTALES|4|LOS CUES|2320||||0||16|HACIENDA DE LOS PORTALES|1|||21327|2|2|1|654A|29|6865823282|||Fijo|32.59527588|-115.5043847|01/12/2014
6166497|CAMARON DEL DESIERTO  S.P.R. DE R.I.||112511|2|3|21|NINGUNO|1||1||1||0|LOTE 44|||0||27|8 CARRANZA|1|||0|2|2|106|3653|800|6861522228|||Fijo|32.22472222|-115.1919444|01/07/2010
6166278|CAMARONICULTURA||112511|2|3|11|AL INDIVISO|21|NINGUNO|21|NINGUNO|21|NINGUNO|0|KILÇ?METRO 4|||0||13|SOMBRERETE|1|||0|2|2|2098|3672|800|6861478510|GRANJA.ACUICOLA.PROMAR57@HOTMAIL.COM||Fijo|32.14805556|-115.0025|01/12/2014
6188997|CAPTURA Y COMERCIALIZACIÇ?N E ESPECIES MARINAS||114119|8|1|7|NINGUNO|7|NINGUNO|7|NINGUNO|1||0|SN|||0||31|NINGUNO BAHÇA DE LOS ÇNGELES|1|||0|2|1|46|7131|3||||Fijo|28.94642529|-113.5613381|01/07/2010
6166442|COMEXTUN|COMEXTUN  S.A. DE C.V.|114112|7|3|7|CARACOLES|5|LAS DUNAS|7|ARENAS|1||115||||0||16|PLAYA ENSENADA|1|||22880|2|1|1|825|67|6461521256|ATUNEROS@COMEXTUN.COM||Fijo|31.853173|-116.615065|01/07/2010
116535|CONTEC DE MÇ?XICO CONTROL DE PLAGAS||115111|10|1|4|CARLOS LAZO|7|JOSÇ? MARÇA LARROQUE|7|DEFENSORES DE BAJA CALIFORNIA|7|JOSE MARIA LARROQUE|219||||6||8|LÇ?PEZ LEYVA|1|||22416|2|4|1|3342|21|6646077613|||Fijo|32.52556286|-117.0009726|01/12/2014
106326|CONTROL ESPECIALIZADA DE PLAGAS||115111|10|1|7|KIWI|7|NINGUNO|7|SAUCE|7|ARRAYÇN|24707||||0||16|EL FLORIDO SEGUNDA SECCIÇ?N|1|||22237|2|4|1|1859|53|6647015616|||Fijo|32.47070392|-116.8729234|01/12/2014
6188991|COOPERATIVA PROGRESO||114119|8|1|4|ABASOLO|9|CORTEZ|9|DE LAS ÇGUILAS|4|ALDAMA|229||||0||8|INDEPENDENCIA|1|||22840|2|1|1|7837|15||||Fijo|31.86090117|-116.6045122|01/12/2014
6166501|CORPORACIÇ?N MÇ?XICO DE PESCA MEXOCEANICA  S.A. DE C.V.|CORPORACIÇ?N MÇ?XICO DE PESCA MEXOCEANICA  S.A. DE C.V.|114112|7|1|7|SEGUNDA Y/O JUAN RODRÇGUEZ CARRILLO|4|RIVEROLL|4|ALVARADO|4|LÇ?PEZ MATEOS (PRIMERA)|143|K|PLAZA VILLA MEXICANA||15||8|ZONA CENTRO|1|||22800|2|1|1|721|16|6461757339|CONTABILIDAD@MEXOCEANICA.COM||Fijo|31.86295472|-116.6231841|01/07/2010
6166434|CULTIVADORES DEL PACIFICO|CULTIVADORES DEL PACIFICO  S. DE R.L.|112512|9|3|7|SAN FELIPE|7|GUAYMAS|5|ESTANCIA|1||187||||0||16|ACAPULCO|1|||22830|2|1|1|929|11|6461738910||CULTIVADORESQMSN.COM|Fijo|31.84045421|-116.6054546|01/07/2010
6166267|DEL MAR INDUSTRIAL  S.A. DE C.V.|DEL MAR INDUSTRIAL  S.A. DE C.V.|114113|6|3|7|TENIENTE AZUETA|7|NINGUNO|7|VIRGILIO URIBE|7|PASEO MIGUEL HIDALGO Y COSTILLA|120||||6||8|ZONA CENTRO|1|||22800|2|1|1|628|59|6461565420|DELMARINDCO@GMAIL.COM||Fijo|31.86257912|-116.6295962|01/07/2010
6166287|DENEBOLA  S.A. DE C.V.|DENEBOLA  S.A. DE C.V.|114119|8|3|7|10|4|ÇLVARO OBREGÇ?N|4|MOCTEZUMA|7|ONCE|285||||6||8|ZONA CENTRO|1|||22800|2|1|1|577|18|6461757784|DENEBOLASA@YAHOO.COM.MX||Fijo|31.873688|-116.6249894|01/12/2014
6166387|EL DESEMBOQUE  S.P.R. DE RL.|EL DESEMBOQUE  S.P.R. DE R.L.|114119|8|5|4|JOSÇ? MARÇA MORELOS Y PAVÇ?N|7|INDEPENDENCIA|7|MORELOS|7|OBREGON|0|SN|||0||8|VENUSTIANO CARRANZA|1|||21739|2|2|237|5452|19|6861479505|||Fijo|32.4176272|-115.1923065|01/07/2010
6166445|EL GUERRERO DEL MAR|NAVIERA PUERTO NUEVO  S.A. DE C.V.|114119|8|2|7|UNO|7|OCHO|7|NUEVE|11|CARRETERA TIJUANA-ENSENADA.|9382||||0||1|EL SAUZAL DE RODRÇGUEZ|10|FONDEPORT|SN|22760|2|1|247|7466|9|6461746711|COMPRASNAVIERA@HOTMAIL.COM||Fijo|31.89987372|-116.7085833|01/03/2011
